,favorites,retweets,tweets
1104,1794,419,Paul Ryan: Trump's appalling actions dictate that I can't not don't maybe kinda un-en-SORTA-dorse OR YES but and but endorsey/not endorsey
1105,1335,317,"2018

Pence: China has declared war against the U.S.

Trump: I'm great at war, the best

Pence: Sir, it's a... it's a thumb war

Trump:"
1106,1214,186,"My Hillary campaign slogans:

Make America Discuss Policy At Length

HRC: the JFK of OCD

Don't Make Me Ground You

But I'm The Sane One"
1107,3837,1132,"Remember when ""tells it like it is"" didn't just mean ""is racist""?"
1108,17,2,@adambvary @Walldo oh the highPOCracy!
1109,2425,1023,"Was gonna roll this out later, but...
https://t.co/ic02CbzFWR"
1110,713,98,Today's headline: TIC TAC https://t.co/GM0eG2mBTc
1111,2022,438,"The world isn't terrifying enough so I just walked into a hotel lobby and saw this: 

(she never turned around) https://t.co/vtM7gYE6P0"
1112,40403,12672,"As the father of a young girl, I am deeply upset by how far I have to drive to her soccer games. As a human person, trump said fuckin' WHAT?"
1113,4642,1556,"btw, the fact that the election is still in question is a more appalling misogynistic statement than any Little Donny will ever make"
1114,33,4,"@MyNameIsAllyx I like black licorice,why do you hurt me so"
1115,1666,282,"""I've never withdrawn in my life!"", trump ejaculated. ""There's a rhythm to my method! And I'm so close!"" 

great. gave myself nightmares"
1116,404,59,Far and away the most incisive commentary on this campaign is coming from @onlxn and his Mamet-meets-Lumet twitter radio drama. #ffollow!
1117,37,1,"@MattOswaltVA can't tell you how many times I've said to my friends, ""you know what we should watch?"""
1118,29,4,"@ziwe that Beyoncé vid is wildly inspiring to me and it's an ad and I'm a dude so basically she is all, all is she"
1119,2190,1171,It's embarrassing to me that this is a revelation. Please read this thread - not to normalize DT but to understand… https://t.co/eQhKhamOGC
1120,12,1,"@elysek77 wait, YOU outbid me? I TRUSTED YOOOOOUU"
1121,1101,100,"At the Downtown Women's Center's Dinner with a Cause, cuz as we learned from Dr Horrible, good works need supervill… https://t.co/OxQDxtTcJV"
1122,1045,220,"No matter how many famouses show up in a voting vid, it'll never mean as much as hearing those two special words: ""… https://t.co/j8CZY4RFlK"
1123,778,337,https://t.co/yGSVFehnOs
1124,928,151,"Me! It's full of me! And I'm full of it! (""It"" is manly eloquence, we were all together on that, right?) https://t.co/funMJWD2rM"
1125,486,79,"Not sure what these guys are so excited about, but let's hear 'em out https://t.co/LNrdpRkD5B"
1126,2399,455,"Can't wait until this is ""what I'm watching"" instead of ""current mood"" https://t.co/GJ3YfZNf8d"
1127,120,5,@kumailn Thomas Mitchell https://t.co/lP8XoSIpcr
1128,362,148,Help us out at SaveTheDay! Which do YOU think is most effective way to reach voters?
1129,1093,303,https://t.co/3YJhjlB69M
1130,1067,215,"""Have you been hacked?"" is the twitter equivalent of ""is that what you're wearing?"""
1131,1860,413,"Mean people tell me ""you've got a face only a mother could love"" but the joke's on them because she didn't"
1132,1526,336,"X-mas morn:
TRUMP: I'm alive! O, I WILL honor Christmas! Boy, buy that goose in the shop window, the fat one, so fat, disgusting, what a pig"
1133,2455,703,https://t.co/6D2lLrTryw
1134,1063,219,"fat shaming, slut shaming failed Trump. Look for:
""Clearly, her diet has gluten"" -wheat shaming
""Avoiding the sun! Vampire?"" -hat shaming"
1135,1032,175,"I have the best slogans, tremendous:

take a walk on the VOTE side
regiKITTENSster today
*like 6 minutes of dry-heave noise*
Vote, don't not"
1136,757,156,"More SaveTheDay slogans:

Fight.for your right. to VOOOTIE
Be a pretty ""ballot-rina""
Voting: something to braggadociate about
Guys, C'MON"
1137,1281,250,"Working on a slogan for SaveTheDay's vote effort:

Vote! It's democralicious!
Don't boo, unboo
Vote or I'll give you something to vote about"
1138,1205,160,"I'm gonna ROCK MTV tonight! Nothing the kids nowadays love more than an old bald guy who says ""the kids nowadays""
#SaveTheDay #ROCK"
1139,494,149,"If you know someone who isn't going to vote, a fun thing to do is be sad always #NationalVoterRegistrationDay  #
#SaveTheDay"
1140,721,146,It's #NationalVoterRegistrationDay! I'm gonna stay up all night for the voter bunny! I understand things partially! Soup is sloshy
1141,656,110,"Going on @MTV at 6:00 est with our next SaveTheDay vid, starring @iJesseWilliams. The man's a true teacher, so this time I don't stab him"
1142,5172,849,"Some people just make you feel sane. It's a cruel trick, but I forgive them cuz they're so CUTE @AlanTudyk… https://t.co/OcJRFwRU14"
1143,3667,1119,"Trump: *casually suggests his opponent be shot*

Humans: wait what 

Trumpeteers: he not said that

Twitter: GODDAMN PUMPKIN SPICE LATTES"
1144,2168,452,"""Bruce, don't get too excited, for the love of god Bruce THOSE AREN'T STRETCHY PANTS"" 
@MarkRuffalo https://t.co/8s4QuWIgFs"
1145,670,153,"I'm live on Facebook, and alive... https://t.co/xBJfQeeYBo https://t.co/W76iVlqNEx"
1146,49563,17974,"i don't trust Hillary i say LOCK HER UP in a room with NO CORNERS, a sort of oval room, then HARD LABOR running things for YEARS, maybe 8"
1147,1444,229,"Did NOT expect HRC to comment, @MarkRuffalo. So, choose:

Urban Plowboy
The Piano 2
This Pizza is Irrelevant to the Narrative

#truepatriot"
1148,1194,278,"Donald Trump's patronus is Kenneth McMillan in ""Dune"""
1149,3866,797,Don't talk to me about nobility or tenaciousness or Ron's wonderful family - my life is OVER https://t.co/FiMoDLTbbG
1150,2908,448,"I'm back on twitter to promote Save the Day &amp; our get-out-the-vote videos
*leafs thru unused Great British Bake Off tweets* 
and that is all"
1151,2937,743,"Now on to my next big movie: at Christmas, FOXNews is visited by the spirit of actual news and festoons the Crachit home with facts"
1152,2500,347,Did it work? Did I solve democracy - wait no? - damn thought I nailed it oh well get me whatever water is famous right now #activism
1153,2776,1046,"I think this is the actual right link. Now I'm leaving to make fire with sticks like my generation does

https://t.co/AHFFZUpGxN"
1154,14932,7943,Hey! Did I miss anything? Lol jk the world is on fire 😂 here's a thing I made https://t.co/g1SE45Rkrv
